Titre de l’action d’adaptation,Exemple,Aléa climatique visé,Catégorie ressources,Catégorie entreprise,Prix,Prix crédit,Temps,Score
Conservation des habitats existants pour la biodiversité,"Organisation d’un exercice commun avec la commune, les voisins, les services de secours et les gestionnaires de réseaux. Les informations, lieux refuges et moyens matériels sont partagés plus vite lors d’un épisode extrême.",Vague de chaleur; Chaleur extrême; Stress Hydrique; Tempêtes; Érosion de la biodiversité,Ressources Solutions fondées sur la Nature,OPEX majoritaire > main d’œuvre,250 000 €,10,Moyen terme,6
Création de corridors écologiques pour le déplacement des espèces,"Installation d’un secours énergétique pour les équipements critiques, avec batteries, alimentation prioritaire et test semestriel. Les serveurs, laboratoires sensibles ou dispositifs de sécurité restent alimentés lors d’une coupure liée à une tempête ou une canicule.",Vague de chaleur; Chaleur extrême; Stress Hydrique; Érosion de la biodiversité,Ressources Solutions fondées sur la Nature,CAPEX majoritaire > long terme,250 000 €,10,Long terme,6
Renaturation des circulations hydriques,"Inscription d’un point adaptation climatique à chaque comité stratégique, avec arbitrage budgétaire et suivi des obligations réglementaires. Les décisions d’investissement tiennent compte des conditions climatiques futures plutôt que du climat passé.",Fortes pluies; Inondation pluie; Inondation fluviale; Stress Hydrique,Ressources Solutions fondées sur la Nature,CAPEX majoritaire > long terme,250 000 €,10,Long terme,6
"Désimperméabilisation des parkings avec des parcelles ""éponge""",,Fortes pluies; Inondation pluie; Vague de chaleur; Chaleur extrême,Ressources Solutions fondées sur la Nature,CAPEX majoritaire > long terme,250 000 €,10,Long terme,6
Création de points d'eau permanents,,Vague de chaleur; Chaleur extrême; Stress Hydrique; Érosion de la biodiversité,Ressources Solutions fondées sur la Nature,CAPEX majoritaire > long terme,250 000 €,10,Long terme,6
Choix d'essences végétales adaptées au futur climat local,,Vague de chaleur; Chaleur extrême; Stress Hydrique; Modif T° air,Ressources Solutions fondées sur la Nature,OPEX main d’œuvre,30 000 €,1,Moyen terme,6
Restauration écologiques des sols dégradés,,Fortes pluies; Inondation pluie; Stress Hydrique; Vague de chaleur,Ressources Solutions fondées sur la Nature,CAPEX majoritaire > long terme,250 000 €,10,Long terme,6
Réduction des intrants chimiques dans la gestion,,Stress Hydrique; Fortes pluies; Érosion de la biodiversité,Ressources Solutions fondées sur la Nature,OPEX main d’œuvre,15 000 €,1,Moyen terme,6
Gestion différenciée et écologique des espaces verts,,Vague de chaleur; Chaleur extrême; Stress Hydrique; Érosion de la biodiversité,Ressources Solutions fondées sur la Nature,OPEX main d’œuvre,25 000 €,1,Long terme,6
Déploiement de solutions de ventilation naturelles dans les bâtiments,,Vague de chaleur; Chaleur extrême; Modif T° air,Ressources Solutions fondées sur la Nature,CAPEX majoritaire > long terme,250 000 €,10,Long terme,6
Mise en place de protocoles d'urgence et de gestion de crfise climatique,,Tous aléas climatiques; Vague de chaleur; Inondation; Tempêtes,Ressources Organisationnelles,OPEX main d’œuvre,15 000 €,1,Moyen terme,5
Diversification des fournisseurs stratégiques,,Tous aléas climatiques; Risques sur la chaîne d’approvisionnement,Ressources Organisationnelles,OPEX main d’œuvre,15 000 €,1,Moyen terme,5
Engager un dialogue avec ses principaux fournisseurs sur la résilience de leurs sites,,Tous aléas climatiques; Risques sur la chaîne d’approvisionnement,Ressources Organisationnelles,OPEX main d’œuvre,15 000 €,1,Moyen terme,5
Politique de maintenance des bâtiments intégrant les risques climatiques,,Vague de chaleur; Chaleur extrême; Fortes pluies; Inondation; Tempêtes,Ressources Organisationnelles,OPEX majoritaire - main d’œuvre,50 000 €,2,Long terme,1
Etablissement de règles de maintenance des équipements critique en prenant en compte les aléas,,Tous aléas climatiques; Vague de chaleur; Inondation; Tempêtes,Ressources Organisationnelles,OPEX main d’œuvre,30 000 €,1,Moyen terme,0
Politique de gestion des conditions de travail des employés prenant en compte les risques climatiques,,Vague de chaleur; Chaleur extrême; Tous aléas climatiques,Ressources Organisationnelles,Capital humain,25 000 €,1,Long terme,0
Politique de gestion des conditions de travail des prestataires prenant en compte les risques climatiques,,Vague de chaleur; Chaleur extrême; Tous aléas climatiques,Ressources Organisationnelles,Capital humain,25 000 €,1,Long terme,5
Analyse regulière et mise à jour des dépendances critiques et des risques climatiques associés,,Tous aléas climatiques; Risques sur la chaîne d’approvisionnement,Ressources Organisationnelles,OPEX main d’œuvre,30 000 €,1,Moyen terme,1
Plan de continuité pédagogique / scientifique et administrative,,Tous aléas climatiques; Inondation; Vague de chaleur; Tempêtes,Ressources Organisationnelles,OPEX majoritaire - main d’œuvre,50 000 €,2,Long terme,0
Dialogue avec les fournisseurs et distributeurs sur la résilience de l'approvisionnement face aux aléas,,Tous aléas climatiques; Risques sur la chaîne d’approvisionnement,Ressources Organisationnelles,OPEX main d’œuvre,15 000 €,1,Moyen terme,5
Collaboration avec les acteurs de territoire sur les stratégies et méthodes,,Tous aléas climatiques,Ressources Organisationnelles,OPEX main d’œuvre,15 000 €,1,Moyen terme,3
Relocalisation des équipements et activités essentiels aux étages supérieurs,,Inondation pluie; Inondation fluviale; Inondation nappe; Submersion,Ressources Organisationnelles,CAPEX majoritaire > long terme,250 000 €,10,Long terme,0
Flexibiliser les pratiques d’organisation d'enseignement,,Vague de chaleur; Chaleur extrême; Inondation; Tempêtes,Ressources Organisationnelles,OPEX main d’œuvre,15 000 €,1,Moyen terme,0
Apprentissage à partir des retours d’expérience des entreprises du secteur,,Tous aléas climatiques,Ressources Organisationnelles,Capital humain,15 000 €,1,Moyen terme,3
Mise en place d'indicateurs de suivi / d'outils et de méthodologies,,Tous aléas climatiques,Ressources Organisationnelles,Section par défaut,50 000 €,2,Long terme,7
Priorisation des risques climatiques selon les horizons temporels,,Tous aléas climatiques,Ressources Organisationnelles,OPEX main d’œuvre,30 000 €,1,Moyen terme,2
Alignement avec les normes et réglementation liées à l'adaptation climatique,,Tous aléas climatiques,Ressources Organisationnelles,OPEX main d’œuvre,30 000 €,1,Moyen terme,0
Alignement des investissements immobiliers et scientifiques avec les risques climatiques futurs,,Tous aléas climatiques; Vague de chaleur; Inondation; Tempêtes,Ressources Financières,CAPEX majoritaire > long terme,250 000 €,10,Long terme,8
Prise en comptes dans la gestion financière des surcoûts d'approvisionnement induits par des dommages sur les sites de ses principaux fournisseurs,,Tous aléas climatiques; Risques sur la chaîne d’approvisionnement,Ressources Financières,OPEX majoritaire – section par défaut,50 000 €,2,Long terme,0
Couverture assurantielle adaptée aux risques pesant sur les bâtiments / laboratoires et continuité d’activité,,Tous aléas climatiques; Inondation; Tempêtes; Vague de chaleur,Ressources Financières,OPEX majoritaire – section par défaut,50 000 €,2,Long terme,5
Plan de financement dédié à la résilience des infrastructures,,Tous aléas climatiques,Ressources Financières,CAPEX majoritaire > long terme,250 000 €,10,Long terme,0
Mobilisation des financements publics,,Tous aléas climatiques,Ressources Financières,OPEX main d’œuvre,30 000 €,6,Moyen terme,0
Évaluation économique des besoins d’adaptation et des coûts de l’inaction,,Tous aléas climatiques,Ressources Financières,OPEX main d’œuvre,50 000 €,10,Moyen terme,0
Recherche de financements pour maintenir et soutenir les activités très exposées,,Tous aléas climatiques; Inondation; Vague de chaleur; Tempêtes,Ressources Financières,OPEX main d’œuvre,30 000 €,6,Moyen terme,9
Quantité pertinente et suffisante de ressources financières,,Tous aléas climatiques,Ressources Financières,Section par défaut,50 000 €,10,Long terme,0
Programmes de recherche et d’innovation alignés avec les enjeux d’adaptation,,Tous aléas climatiques,Ressources Financières,OPEX main d’œuvre,50 000 €,10,Long terme,0
Promotion des comportements individuels adaptés face aux fortes chaleurs,,Vague de chaleur; Chaleur extrême,Ressources Humaines,Capital humain,15 000 €,5,Court terme,0
Sensibilisation et formation de collaborateurs continue avec une mise à jour des informations,,Tous aléas climatiques; Vague de chaleur; Inondation; Tempêtes,Ressources Humaines,Capital humain,25 000 €,8,Long terme,10
Inscription de l’adaptation climatique dans les instances et agendas stratégiques,,Tous aléas climatiques,Ressources Humaines,OPEX main d’œuvre,15 000 €,5,Moyen terme,2
Montée en compétences des équipes en interne sur les enjeux avec recours à une expertise externe si besoin,,Tous aléas climatiques,Ressources Humaines,Capital humain,30 000 €,10,Court terme,10
Les personnes responsables de la mise en place et du suivi du plan d'adaptation ont été identifiées,,Tous aléas climatiques,Ressources Humaines,OPEX main d’œuvre,15 000 €,6,Court terme,10
Communication aux usagers des bâtiments des risques et des conduites à tenir en cas d'aléa,,Tous aléas climatiques; Vague de chaleur; Inondation; Tempêtes,Ressources Humaines,Capital humain,15 000 €,6,Court terme,5
Renforcement des solidarités et des réseaux d’entraide,,Tous aléas climatiques; Vague de chaleur; Inondation; Tempêtes,Ressources Humaines,Capital humain,15 000 €,6,Moyen terme,3
Former aux dispositifs de secours mis en place et aux bons gestes du personnel et des usagers,,Tous aléas climatiques; Vague de chaleur; Inondation; Tempêtes,Ressources Humaines,Capital humain,25 000 €,10,Court terme,10
Le pilotage sur l'adaptation se fait à haut niveau avec une direction formée et les questions d'adaptation sont dans l'agenda stratégique,,Tous aléas climatiques,Ressources Humaines,OPEX main d’œuvre,15 000 €,10,Moyen terme,10
