Titre de l’action d’adaptation,Exemple,Aléa climatique visé,Catégorie ressources,Catégorie entreprise,Prix,Prix crédit,Temps,Score
Utiliser une paroi extérieure translucide en ETFE,"Équipement d’un bâtiment prioritaire avec protections physiques, capteurs de suivi et procédure de maintenance renforcée. Les usages essentiels sont mieux protégés lorsque les fortes chaleurs perturbent le site.",Chaleur extrême; Vague de gel,Technique,CAPEX majoritaire > long terme,250 000 €,10,Long terme,0
Mettre en place un puits canadien,"Équipement d’un bâtiment prioritaire avec protections physiques, capteurs de suivi et procédure de maintenance renforcée. Les usages essentiels sont mieux protégés lorsque les fortes chaleurs perturbent le site.",Chaleur extrême; Vague de chaleur; Vague de gel,Technique,CAPEX majoritaire > long terme,250 000 €,10,Long terme,0
Installer clapets et tirage thermique pour évacuer l’air chaud,"Équipement d’un bâtiment prioritaire avec protections physiques, capteurs de suivi et procédure de maintenance renforcée. Les usages essentiels sont mieux protégés lorsque les fortes chaleurs perturbent le site.",Chaleur extrême; Vague de chaleur,Technique,CAPEX majoritaire > court terme,50 000 €,2,Court terme,0
Modéliser thermiquement la gare avant construction,"Équipement d’un bâtiment prioritaire avec protections physiques, capteurs de suivi et procédure de maintenance renforcée. Les usages essentiels sont mieux protégés lorsque les fortes chaleurs perturbent le site.",Chaleur extrême; Vague de gel,Technique,OPEX majoritaire > main d’œuvre,250 000 €,10,Long terme,0
Modeler l’espace public pour contenir les pluies rares,"Équipement d’un bâtiment prioritaire avec protections physiques, capteurs de suivi et procédure de maintenance renforcée. Les usages essentiels sont mieux protégés lorsque les fortes pluies et inondations perturbent le site.",Fortes pluies; Inondation pluie,Technique,CAPEX majoritaire > long terme,250 000 €,10,Long terme,0
Filtrer les eaux par infiltration lente dans sable,"Création de noues, bassins d’infiltration et cuves de récupération au pied des bâtiments. Les pluies intenses sont absorbées progressivement, les abords restent praticables et une réserve d’eau peut servir à l’arrosage en période sèche.",Fortes pluies; Inondation pluie,Solutions fondées sur la nature,CAPEX majoritaire > long terme,250 000 €,10,Long terme,6
Intégrer le risque climatique aux outils de planification financière,"Tableau de bord mensuel avec jours de fermeture liés à la chaleur, dégâts après pluie intense, incidents fournisseurs et coûts de maintenance climatique. Les tendances repérées déclenchent des ajustements rapides avant que les fragilités ne s’aggravent.",Modif T° air; Fortes pluies; Stress Hydrique; Chaleur extrême; Tempêtes; Vague de chaleur; Vague de gel,Humaines,Capital humain,50 000 €,2,Moyen terme,7
Analyser l’influence de l’ENSO sur la production de cacao,"Actualisation annuelle d’une cartographie des sites exposés, en intégrant les dernières projections climatiques et les incidents déjà observés. Les bâtiments, fournisseurs et équipements les plus vulnérables sont priorisés avant les prochaines fortes chaleurs ou inondations.",Modif T° air; Stress Hydrique; Chaleur extrême; Vague de chaleur,Technique,OPEX majoritaire > main d’œuvre,50 000 €,2,Moyen terme,0
Étudier l’effet de l’harmattan sur les cacaoyers,"Équipement d’un bâtiment prioritaire avec protections physiques, capteurs de suivi et procédure de maintenance renforcée. Les usages essentiels sont mieux protégés lorsque les fortes chaleurs perturbent le site.",Stress Hydrique; Chaleur extrême; Modif T° air,Technique,OPEX majoritaire > main d’œuvre,50 000 €,2,Moyen terme,0
Maintenir une implantation locale auprès des producteurs,"Formation courte des équipes exposées, avec consignes opérationnelles et exercice pratique sur site. Les personnes savent adapter leurs horaires, leurs déplacements et leurs gestes lors des fortes chaleurs.",Stress Hydrique; Chaleur extrême; Modif T° air,Humaines,OPEX majoritaire > main d’œuvre,25 000 €,1,Long terme,0
Améliorer la prise de décision de l’équipe trading par l’information climatique,"Session annuelle pour les équipes, agents d’accueil et responsables de site, avec consignes canicule, conduite à tenir en cas d’inondation et exercices pratiques. Les personnes concernées reconnaissent les signaux d’alerte et réagissent plus vite.",Modif T° air; Stress Hydrique; Chaleur extrême,Organisationnelles,OPEX majoritaire > main d’œuvre,30 000 €,1,Court terme,10
Intégrer le risque climatique dans l’analyse de matérialité RSE,"Actualisation annuelle d’une cartographie des sites exposés, en intégrant les dernières projections climatiques et les incidents déjà observés. Les bâtiments, fournisseurs et équipements les plus vulnérables sont priorisés avant les prochaines fortes chaleurs ou inondations.",Modif T° air; Stress Hydrique; Chaleur extrême; Vague de chaleur; Vague de gel,Organisationnelles,OPEX majoritaire > main d’œuvre,30 000 €,1,Moyen terme,0
Évaluer financièrement les effets des saisons raccourcies,"Réservation d’un budget annuel pour les diagnostics, travaux prioritaires et réparations préventives. Les investissements sont déclenchés avant les dégâts majeurs liés aux fortes chaleurs, ce qui réduit les interruptions et les surcoûts.",Modif T° air; Vague de gel,Financières,OPEX majoritaire > main d’œuvre,30 000 €,1,Moyen terme,7
Diversifier géographiquement les approvisionnements,"Sélection de deux fournisseurs alternatifs pour les achats stratégiques, avec vérification de leurs plans de continuité et de l’exposition de leurs sites. Les ruptures d’approvisionnement diminuent lorsqu’une inondation ou une canicule bloque un fournisseur principal.",Stress Hydrique; Fortes pluies; Inondation pluie,Organisationnelles,OPEX majoritaire > main d’œuvre,15 000 €,1,Moyen terme,5
Analyser l’exposition des sites et de la logistique interne aux événements extrêmes,"Actualisation annuelle d’une cartographie des sites exposés, en intégrant les dernières projections climatiques et les incidents déjà observés. Les bâtiments, fournisseurs et équipements les plus vulnérables sont priorisés avant les prochaines fortes chaleurs ou inondations.",Fortes pluies; Inondation pluie; Vague de gel; Tempêtes,Technique,OPEX majoritaire > main d’œuvre,50 000 €,2,Moyen terme,0
Relocaliser un centre logistique exposé à l’inondation,"Déplacement des archives, serveurs et équipements coûteux hors des zones inondables, puis installation aux étages supérieurs avec accès sécurisé. Les pertes matérielles diminuent fortement en cas de crue ou de ruissellement intense.",Inondation fluviale; Inondation pluie; Inondation nappe,Technique,CAPEX majoritaire > long terme,250 000 €,10,Long terme,0
"Créer des indicateurs transversaux entre finance, achats et logistique","Tableau de bord mensuel avec jours de fermeture liés à la chaleur, dégâts après pluie intense, incidents fournisseurs et coûts de maintenance climatique. Les tendances repérées déclenchent des ajustements rapides avant que les fragilités ne s’aggravent.",Modif T° air; Stress Hydrique; Fortes pluies; Vague de chaleur; Vague de gel,Organisationnelles,OPEX majoritaire > main d’œuvre,50 000 €,2,Moyen terme,7
Développer une culture d’entreprise favorable à l’adaptation,"Formation courte des équipes exposées, avec consignes opérationnelles et exercice pratique sur site. Les personnes savent adapter leurs horaires, leurs déplacements et leurs gestes lors des fortes chaleurs.",Modif T° air; Stress Hydrique; Fortes pluies; Vague de chaleur,Humaines,Capital humain,15 000 €,1,Moyen terme,0
Réaliser un retour d’expérience après une inondation,"Mise à jour d’une procédure interne avec responsables nommés, seuils d’alerte et test sur un site pilote. Les décisions sont plus rapides lorsque les fortes pluies et inondations menacent la continuité des activités.",Inondation fluviale; Inondation pluie; Fortes pluies,Organisationnelles,OPEX majoritaire > main d’œuvre,15 000 €,1,Moyen terme,0
Mener une étude de vulnérabilité à l’inondation du réseau,"Actualisation annuelle d’une cartographie des sites exposés, en intégrant les dernières projections climatiques et les incidents déjà observés. Les bâtiments, fournisseurs et équipements les plus vulnérables sont priorisés avant les prochaines fortes chaleurs ou inondations.",Inondation fluviale; Inondation pluie; Inondation nappe; Fortes pluies,Technique,OPEX majoritaire > main d’œuvre,250 000 €,10,Long terme,0
Intégrer les risques naturels et climatiques dans l’analyse des réseaux,"Actualisation annuelle d’une cartographie des sites exposés, en intégrant les dernières projections climatiques et les incidents déjà observés. Les bâtiments, fournisseurs et équipements les plus vulnérables sont priorisés avant les prochaines fortes chaleurs ou inondations.",Fortes pluies; Inondation fluviale; Inondation pluie; RGA; Chaleur extrême; Tempêtes,Organisationnelles,OPEX majoritaire > main d’œuvre,250 000 €,10,Long terme,0
Intégrer les SIG dès la conception des ouvrages,"Équipement d’un bâtiment prioritaire avec protections physiques, capteurs de suivi et procédure de maintenance renforcée. Les usages essentiels sont mieux protégés lorsque les fortes chaleurs perturbent le site.",Inondation fluviale; Inondation pluie; RGA; Tempêtes; Chaleur extrême,Technique,CAPEX majoritaire > court terme,250 000 €,10,Court terme,0
Tester l’analyse de vulnérabilité climatique sur pilotes,"Actualisation annuelle d’une cartographie des sites exposés, en intégrant les dernières projections climatiques et les incidents déjà observés. Les bâtiments, fournisseurs et équipements les plus vulnérables sont priorisés avant les prochaines fortes chaleurs ou inondations.",RGA; Fortes pluies; Inondation pluie; Chaleur extrême; Tempêtes,Technique,OPEX majoritaire > main d’œuvre,50 000 €,2,Moyen terme,0
Développer une méthodologie de prise en compte du risque dans les cahiers des charges,"Mise à jour d’une procédure interne avec responsables nommés, seuils d’alerte et test sur un site pilote. Les décisions sont plus rapides lorsque les fortes chaleurs menacent la continuité des activités.",Fortes pluies; Inondation pluie; RGA; Chaleur extrême; Tempêtes; Vague de chaleur; Stress Hydrique,Organisationnelles,OPEX majoritaire > main d’œuvre,15 000 €,1,Moyen terme,7
Sauvegarder l’expérience des agents opérationnels,"Formation courte des équipes exposées, avec consignes opérationnelles et exercice pratique sur site. Les personnes savent adapter leurs horaires, leurs déplacements et leurs gestes lors des fortes chaleurs.",Fortes pluies; Inondation pluie; Tempêtes; Chaleur extrême,Humaines,Capital humain,50 000 €,2,Moyen terme,0
